gene_stable_id,gene_type,gene_name,hgnc_name,hgnc_id
ENSG00000263944,misc_RNA,RN7SL435P,RN7SL435P,HGNC:46451
ENSG00000235678,unprocessed_pseudogene,OR5AN2P,OR5AN2P,HGNC:15256
ENSG00000255386,unprocessed_pseudogene,OR5BR1P,OR5BR1P,HGNC:15279
ENSG00000213181,transcribed_unprocessed_pseudogene,OR10N1P,OR10N1P,HGNC:14689
ENSG00000276729,misc_RNA,Metazoa_SRP,,
ENSG00000142528,protein_coding,ZNF473,ZNF473,HGNC:23239
ENSG00000110002,protein_coding,VWA5A,VWA5A,HGNC:6658
ENSG00000214660,unprocessed_pseudogene,SLC29A4P2,SLC29A4P2,HGNC:43782
ENSG00000248315,unprocessed_pseudogene,MTND4LP2,MTND4LP2,HGNC:42236
ENSG00000237896,lncRNA,,,
ENSG00000287186,lncRNA,,,
ENSG00000225572,lncRNA,DOCK4-AS1,DOCK4-AS1,HGNC:40876
ENSG00000168175,protein_coding,MAPK1IP1L,MAPK1IP1L,HGNC:19840
ENSG00000232716,processed_pseudogene,,,
ENSG00000225308,processed_pseudogene,ASS1P11,ASS1P11,HGNC:761
ENSG00000131981,protein_coding,LGALS3,LGALS3,HGNC:6563
ENSG00000183444,unprocessed_pseudogene,OR7E38P,OR7E38P,HGNC:8411
ENSG00000186676,processed_pseudogene,EEF1GP1,EEF1GP1,HGNC:44556
ENSG00000179562,protein_coding,GCC1,GCC1,HGNC:19095
ENSG00000269091,lncRNA,,,
ENSG00000257715,lncRNA,,,
ENSG00000259094,lncRNA,,,
ENSG00000204666,lncRNA,,,
ENSG00000179195,protein_coding,ZNF664,ZNF664,HGNC:25406
ENSG00000231682,lncRNA,LINC01891,LINC01891,HGNC:52710
ENSG00000228111,processed_pseudogene,TPT1P2,TPT1P2,HGNC:49294
ENSG00000269540,processed_pseudogene,,,
ENSG00000229701,processed_pseudogene,MTND2P20,MTND2P20,HGNC:42121
ENSG00000267890,lncRNA,,,
ENSG00000235724,lncRNA,,,
ENSG00000161643,polymorphic_pseudogene,SIGLEC16,SIGLEC16,HGNC:24851
ENSG00000223770,lncRNA,CACNA2D1-AS1,CACNA2D1-AS1,HGNC:40120
ENSG00000204653,protein_coding,ASPDH,ASPDH,HGNC:33856
ENSG00000279078,lncRNA,SND1-IT1,SND1-IT1,HGNC:24158
ENSG00000205174,lncRNA,LINC02903,LINC02903,HGNC:33712
ENSG00000225358,processed_pseudogene,MIPEPP1,MIPEPP1,HGNC:39456
ENSG00000285080,lncRNA,,,
ENSG00000234387,lncRNA,,,
ENSG00000231254,processed_pseudogene,PCED1CP,PCED1CP,HGNC:44083
ENSG00000281269,pseudogene,,,
ENSG00000231202,TR_V_pseudogene,TRGVB,TRGVB,HGNC:12297
ENSG00000213483,processed_pseudogene,NDUFAF4P2,NDUFAF4P2,HGNC:44541
ENSG00000205871,processed_pseudogene,RPS3AP47,RPS3AP47,HGNC:36744
ENSG00000233045,processed_pseudogene,RPL15P5,RPL15P5,HGNC:35746
ENSG00000137842,protein_coding,TMEM62,TMEM62,HGNC:26269
ENSG00000106013,protein_coding,ANKRD7,ANKRD7,HGNC:18588
ENSG00000163535,protein_coding,SGO2,SGO2,HGNC:30812
ENSG00000127564,protein_coding,PKMYT1,PKMYT1,HGNC:29650
ENSG00000183978,protein_coding,COA3,COA3,HGNC:24990
ENSG00000131409,protein_coding,LRRC4B,LRRC4B,HGNC:25042
ENSG00000251461,lncRNA,,,
ENSG00000285057,transcribed_unprocessed_pseudogene,,,
ENSG00000270264,processed_pseudogene,NDUFB8P2,NDUFB8P2,HGNC:33978
ENSG00000126787,protein_coding,DLGAP5,DLGAP5,HGNC:16864
ENSG00000091128,protein_coding,LAMB4,LAMB4,HGNC:6491
ENSG00000167083,protein_coding,GNGT2,GNGT2,HGNC:4412
ENSG00000165046,protein_coding,LETM2,LETM2,HGNC:14648
ENSG00000268231,lncRNA,,,
ENSG00000213023,protein_coding,SYT3,SYT3,HGNC:11511
ENSG00000204422,protein_coding,,,
ENSG00000256502,processed_pseudogene,,,
ENSG00000270095,lncRNA,,,
ENSG00000249196,lncRNA,TMEM132D-AS1,TMEM132D-AS1,HGNC:27466
ENSG00000266776,miRNA,MIR4646,MIR4646,HGNC:41543
ENSG00000204424,protein_coding,LY6G6F,LY6G6F,HGNC:13933
ENSG00000257386,lncRNA,,,
ENSG00000138448,protein_coding,ITGAV,ITGAV,HGNC:6150
ENSG00000250641,protein_coding,LY6G6F-LY6G6D,LY6G6F-LY6G6D,HGNC:38821
ENSG00000136021,protein_coding,SCYL2,SCYL2,HGNC:19286
ENSG00000260928,processed_pseudogene,SPCS2P1,SPCS2P1,HGNC:31885
ENSG00000285117,lncRNA,,,
ENSG00000261687,lncRNA,,,
ENSG00000263567,lncRNA,,,
ENSG00000204421,protein_coding,LY6G6C,LY6G6C,HGNC:13936
ENSG00000005243,protein_coding,COPZ2,COPZ2,HGNC:19356
ENSG00000166946,protein_coding,CCNDBP1,CCNDBP1,HGNC:1587
ENSG00000235034,protein_coding,C19orf81,C19orf81,HGNC:40041
ENSG00000204410,protein_coding,MSH5,MSH5,HGNC:7328
ENSG00000269565,unprocessed_pseudogene,GPR32P1,GPR32P1,HGNC:4488
ENSG00000142511,protein_coding,GPR32,GPR32,HGNC:4487
ENSG00000142513,protein_coding,ACP4,ACP4,HGNC:14376
ENSG00000268375,lncRNA,,,
ENSG00000221381,snoRNA,SNORD88B,SNORD88B,HGNC:32748
ENSG00000221241,snoRNA,SNORD88A,SNORD88A,HGNC:32747
ENSG00000220988,snoRNA,SNORD88C,SNORD88C,HGNC:32749
ENSG00000284711,unitary_pseudogene,,,
ENSG00000180279,transcribed_unitary_pseudogene,LINC01869,LINC01869,HGNC:25050
ENSG00000262039,lncRNA,,,
ENSG00000228983,transcribed_unprocessed_pseudogene,SLC47A1P1,SLC47A1P1,HGNC:51849
ENSG00000116205,protein_coding,TCEANC2,TCEANC2,HGNC:26494
ENSG00000167748,protein_coding,KLK1,KLK1,HGNC:6357
ENSG00000196403,unprocessed_pseudogene,OR10D1P,OR10D1P,HGNC:8166
ENSG00000239426,unprocessed_pseudogene,OR8F1P,OR8F1P,HGNC:14691
ENSG00000242439,processed_pseudogene,,,
ENSG00000276316,unprocessed_pseudogene,OR8G7P,OR8G7P,HGNC:19625
ENSG00000255116,processed_pseudogene,SLC5A4P1,SLC5A4P1,HGNC:45041
ENSG00000255158,lncRNA,,,
ENSG00000257456,lncRNA,,,
ENSG00000269915,lncRNA,,,
ENSG00000284242,unprocessed_pseudogene,,,
ENSG00000249658,lncRNA,,,
ENSG00000177156,protein_coding,TALDO1,TALDO1,HGNC:11559
ENSG00000214043,lncRNA,LINC02347,LINC02347,HGNC:53269
ENSG00000271626,processed_pseudogene,H3P42,H3P42,HGNC:54471
ENSG00000267968,lncRNA,,,
ENSG00000267044,lncRNA,,,
ENSG00000198841,protein_coding,KTI12,KTI12,HGNC:25160
ENSG00000214049,lncRNA,UCA1,UCA1,HGNC:37126
ENSG00000108846,protein_coding,ABCC3,ABCC3,HGNC:54
ENSG00000116212,protein_coding,LRRC42,LRRC42,HGNC:28792
ENSG00000258050,lncRNA,,,
ENSG00000279392,processed_pseudogene,,,
ENSG00000271180,processed_pseudogene,COX5AP1,COX5AP1,HGNC:2268
ENSG00000258413,lncRNA,FBXO34-AS1,FBXO34-AS1,HGNC:55450
ENSG00000178974,protein_coding,FBXO34,FBXO34,HGNC:20201
ENSG00000240827,processed_pseudogene,,,
ENSG00000242641,lncRNA,LINC00971,LINC00971,HGNC:48737
ENSG00000273782,misc_RNA,,,
ENSG00000273330,unprocessed_pseudogene,CYP4F36P,CYP4F36P,HGNC:42407
ENSG00000239686,processed_pseudogene,,,
ENSG00000278818,misc_RNA,Metazoa_SRP,,
ENSG00000258469,processed_pseudogene,CHMP4BP1,CHMP4BP1,HGNC:43616
ENSG00000267235,transcribed_unprocessed_pseudogene,ZNF861P,ZNF861P,HGNC:34514
ENSG00000258455,lncRNA,,,
ENSG00000126775,protein_coding,ATG14,ATG14,HGNC:19962
ENSG00000288618,lncRNA,,,
ENSG00000267308,lncRNA,LINC01764,LINC01764,HGNC:52553
ENSG00000241305,processed_pseudogene,ACTG1P13,ACTG1P13,HGNC:49058
ENSG00000242573,processed_pseudogene,ACTR3P3,ACTR3P3,HGNC:38679
ENSG00000267053,lncRNA,,,
ENSG00000184220,protein_coding,CMSS1,CMSS1,HGNC:28666
ENSG00000240677,processed_pseudogene,MYL6P4,MYL6P4,HGNC:37813
ENSG00000236340,lncRNA,GRM8-AS1,GRM8-AS1,HGNC:40268
ENSG00000259318,processed_pseudogene,HMGN1P1,HMGN1P1,HGNC:20015
ENSG00000279429,TEC,,,
ENSG00000213641,processed_pseudogene,RPL7AP4,RPL7AP4,HGNC:23554
ENSG00000232199,processed_pseudogene,RPL3P8,RPL3P8,HGNC:35498
ENSG00000271484,unprocessed_pseudogene,ABI1P1,ABI1P1,HGNC:20035
ENSG00000142065,protein_coding,ZFP14,ZFP14,HGNC:29312
ENSG00000091127,protein_coding,PUS7,PUS7,HGNC:26033
ENSG00000200742,misc_RNA,Y_RNA,,
ENSG00000177225,protein_coding,GATD1,GATD1,HGNC:26616
ENSG00000234204,processed_pseudogene,PIGPP2,PIGPP2,HGNC:45154
ENSG00000233099,lncRNA,,,
ENSG00000233994,processed_pseudogene,GDI2P2,GDI2P2,HGNC:37976
ENSG00000072121,protein_coding,ZFYVE26,ZFYVE26,HGNC:20761
ENSG00000237180,processed_pseudogene,CYP46A4P,CYP46A4P,HGNC:42349
ENSG00000213561,processed_pseudogene,,,
ENSG00000234496,processed_pseudogene,MRPS21P1,MRPS21P1,HGNC:29748
ENSG00000233973,lncRNA,LINC01360,LINC01360,HGNC:50593
ENSG00000266973,lncRNA,,,
ENSG00000267363,lncRNA,,,
ENSG00000250309,lncRNA,MYOZ3-AS1,MYOZ3-AS1,HGNC:40846
ENSG00000181007,protein_coding,ZFP82,ZFP82,HGNC:28682
ENSG00000113742,protein_coding,CPEB4,CPEB4,HGNC:21747
ENSG00000237552,lncRNA,LINC02567,LINC02567,HGNC:53609
ENSG00000214814,protein_coding,FER1L6,FER1L6,HGNC:28065
ENSG00000162073,protein_coding,PAQR4,PAQR4,HGNC:26386
ENSG00000132854,protein_coding,KANK4,KANK4,HGNC:27263
ENSG00000267142,processed_pseudogene,,,
ENSG00000244436,processed_pseudogene,,,
ENSG00000267309,lncRNA,ZNF566-AS1,ZNF566-AS1,HGNC:55301
ENSG00000267091,processed_pseudogene,CTBP2P7,CTBP2P7,HGNC:45199
ENSG00000170890,protein_coding,PLA2G1B,PLA2G1B,HGNC:9030
ENSG00000254004,protein_coding,ZNF260,ZNF260,HGNC:13499
ENSG00000228629,lncRNA,,,
ENSG00000250082,processed_pseudogene,,,
ENSG00000248187,lncRNA,,,
ENSG00000186020,protein_coding,ZNF529,ZNF529,HGNC:29328
ENSG00000287552,lncRNA,,,
ENSG00000261787,protein_coding,TCF24,TCF24,HGNC:32275
ENSG00000248420,unprocessed_pseudogene,MTATP6P9,MTATP6P9,HGNC:44583
ENSG00000251256,lncRNA,LINC02358,LINC02358,HGNC:53281
ENSG00000278981,lncRNA,,,
ENSG00000255595,lncRNA,,,
ENSG00000253223,processed_pseudogene,,,
ENSG00000260265,lncRNA,LINC02562,LINC02562,HGNC:53602
ENSG00000121022,protein_coding,COPS5,COPS5,HGNC:2240
ENSG00000145451,protein_coding,GLRA3,GLRA3,HGNC:4328
ENSG00000274367,lncRNA,,,
ENSG00000262152,protein_coding,GREP1,GREP1,HGNC:27549
ENSG00000261793,protein_coding,,,
ENSG00000185863,protein_coding,TMEM210,TMEM210,HGNC:34059
ENSG00000198839,protein_coding,ZNF277,ZNF277,HGNC:13070
ENSG00000241884,lncRNA,,,
ENSG00000111452,protein_coding,ADGRD1,ADGRD1,HGNC:19893
ENSG00000242781,lncRNA,LINC02050,LINC02050,HGNC:52890
ENSG00000266936,lncRNA,,,
ENSG00000176248,protein_coding,ANAPC2,ANAPC2,HGNC:19989
ENSG00000244652,processed_pseudogene,,,
ENSG00000276757,misc_RNA,RN7SL192P,RN7SL192P,HGNC:46208
ENSG00000262362,lncRNA,,,
ENSG00000278643,misc_RNA,,,
ENSG00000272079,lncRNA,,,
ENSG00000213937,protein_coding,CLDN9,CLDN9,HGNC:2051
ENSG00000114021,protein_coding,NIT2,NIT2,HGNC:29878
ENSG00000130164,protein_coding,LDLR,LDLR,HGNC:6547
ENSG00000184697,protein_coding,CLDN6,CLDN6,HGNC:2048
ENSG00000227556,unprocessed_pseudogene,,,
ENSG00000162616,protein_coding,DNAJB4,DNAJB4,HGNC:14886
ENSG00000131652,protein_coding,THOC6,THOC6,HGNC:28369
ENSG00000248747,lncRNA,,,
ENSG00000280711,lncRNA,JADRR,JADRR,HGNC:48601
ENSG00000282855,processed_pseudogene,,,
ENSG00000250908,lncRNA,,,
ENSG00000196090,protein_coding,PTPRT,PTPRT,HGNC:9682
ENSG00000251291,lncRNA,LINC02462,LINC02462,HGNC:53399
ENSG00000278943,TEC,,,
ENSG00000250777,lncRNA,,,
ENSG00000271355,processed_pseudogene,,,
ENSG00000251401,processed_pseudogene,,,
ENSG00000249152,lncRNA,LNCPRESS2,LNCPRESS2,HGNC:52747
ENSG00000214676,processed_pseudogene,RPL9P16,RPL9P16,HGNC:36851
ENSG00000243417,processed_pseudogene,RPS3AP18,RPS3AP18,HGNC:35893
ENSG00000248511,lncRNA,,,
ENSG00000250769,processed_pseudogene,,,
ENSG00000162607,protein_coding,USP1,USP1,HGNC:12607
ENSG00000169989,protein_coding,TIGD4,TIGD4,HGNC:18335
ENSG00000258013,processed_pseudogene,RPL3P13,RPL3P13,HGNC:48494
ENSG00000248104,processed_pseudogene,TARS2P1,TARS2P1,HGNC:43712
ENSG00000164117,protein_coding,FBXO8,FBXO8,HGNC:13587
ENSG00000176101,protein_coding,SSNA1,SSNA1,HGNC:11321
ENSG00000277000,unprocessed_pseudogene,DUSP12P1,DUSP12P1,HGNC:49059
ENSG00000255423,protein_coding,EBLN2,EBLN2,HGNC:25493
ENSG00000236691,processed_pseudogene,NDUFA4P2,NDUFA4P2,HGNC:31362
ENSG00000227083,lncRNA,,,
ENSG00000268066,lncRNA,FMR1-AS1,FMR1-AS1,HGNC:39081
ENSG00000185274,protein_coding,GALNT17,GALNT17,HGNC:16347
ENSG00000176058,protein_coding,TPRN,TPRN,HGNC:26894
ENSG00000274086,misc_RNA,,,
ENSG00000236337,lncRNA,FMR1-IT1,FMR1-IT1,HGNC:41333
ENSG00000176988,protein_coding,FMR1NB,FMR1NB,HGNC:26372
ENSG00000114423,protein_coding,CBLB,CBLB,HGNC:1542
ENSG00000255142,lncRNA,,,
ENSG00000201285,rRNA,RNA5SP524,RNA5SP524,HGNC:53793
ENSG00000184524,protein_coding,CEND1,CEND1,HGNC:24153
ENSG00000219507,processed_pseudogene,FTH1P8,FTH1P8,HGNC:3995
ENSG00000157625,protein_coding,TAB3,TAB3,HGNC:30681
ENSG00000187713,protein_coding,TMEM203,TMEM203,HGNC:28217
ENSG00000202211,misc_RNA,Y_RNA,,
ENSG00000261679,processed_pseudogene,ATP5PDP1,ATP5PDP1,HGNC:31021
ENSG00000284976,protein_coding,,,
ENSG00000159495,protein_coding,TGM7,TGM7,HGNC:30790
ENSG00000197191,protein_coding,CYSRT1,CYSRT1,HGNC:30529
ENSG00000252637,rRNA_pseudogene,RNA5SP268,RNA5SP268,HGNC:43168
ENSG00000250869,unprocessed_pseudogene,,,
ENSG00000066777,protein_coding,ARFGEF1,ARFGEF1,HGNC:15772
ENSG00000233198,protein_coding,RNF224,RNF224,HGNC:41912
ENSG00000198569,protein_coding,SLC34A3,SLC34A3,HGNC:20305
ENSG00000227249,processed_pseudogene,,,
ENSG00000167011,protein_coding,NAT16,NAT16,HGNC:22030
ENSG00000235056,lncRNA,,,
ENSG00000260406,lncRNA,,,
ENSG00000163510,protein_coding,CWC22,CWC22,HGNC:29322
ENSG00000168806,protein_coding,LCMT2,LCMT2,HGNC:17558
ENSG00000166947,protein_coding,EPB42,EPB42,HGNC:3381
ENSG00000249042,lncRNA,FAM151B-DT,FAM151B-DT,HGNC:55578
ENSG00000177542,protein_coding,SLC25A22,SLC25A22,HGNC:19954
ENSG00000184408,protein_coding,KCND2,KCND2,HGNC:6238
ENSG00000266560,lncRNA,MAGEA10-MAGEA5,,
ENSG00000253959,lncRNA,LINC01863,LINC01863,HGNC:52682
ENSG00000184903,protein_coding,IMMP2L,IMMP2L,HGNC:14598
ENSG00000070614,protein_coding,NDST1,NDST1,HGNC:7680
ENSG00000188229,protein_coding,TUBB4B,TUBB4B,HGNC:20771
ENSG00000124260,protein_coding,MAGEA10,MAGEA10,HGNC:6797
ENSG00000286251,lncRNA,,,
ENSG00000241281,processed_pseudogene,,,
ENSG00000249675,lncRNA,,,
ENSG00000248480,processed_pseudogene,,,
ENSG00000233602,lncRNA,ERI3-IT1,ERI3-IT1,HGNC:41431
ENSG00000233271,lncRNA,,,
ENSG00000109738,protein_coding,GLRB,GLRB,HGNC:4329
ENSG00000285954,lncRNA,,,
ENSG00000233333,processed_pseudogene,RNFT1P2,RNFT1P2,HGNC:44388
ENSG00000154027,protein_coding,AK5,AK5,HGNC:365
ENSG00000188163,protein_coding,FAM166A,FAM166A,HGNC:33818
ENSG00000231937,lncRNA,,,
ENSG00000146955,protein_coding,RAB19,RAB19,HGNC:19982
ENSG00000162069,protein_coding,BICDL2,BICDL2,HGNC:33584
ENSG00000184634,protein_coding,MED12,MED12,HGNC:11957
ENSG00000275549,lncRNA,STPG3-AS1,STPG3-AS1,HGNC:51176
ENSG00000188986,protein_coding,NELFB,NELFB,HGNC:24324
ENSG00000286921,lncRNA,,,
ENSG00000285162,protein_coding,,,
ENSG00000236605,lncRNA,,,
ENSG00000232690,unprocessed_pseudogene,HSPE1P9,HSPE1P9,HGNC:49328
ENSG00000149679,protein_coding,CABLES2,CABLES2,HGNC:16143
ENSG00000236653,lncRNA,LINC01923,LINC01923,HGNC:52742
ENSG00000198420,protein_coding,TCAF1,TCAF1,HGNC:22201
ENSG00000237524,protein_coding,TEX51,TEX51,HGNC:52387
ENSG00000253869,processed_pseudogene,PIGFP1,PIGFP1,HGNC:8963
ENSG00000240083,processed_pseudogene,RPS3AP22,RPS3AP22,HGNC:36573
ENSG00000113269,protein_coding,RNF130,RNF130,HGNC:18280
ENSG00000198113,protein_coding,TOR4A,TOR4A,HGNC:25981
ENSG00000270259,processed_pseudogene,,,
ENSG00000260996,lncRNA,,,
ENSG00000288234,lncRNA,,,
ENSG00000198435,protein_coding,NRARP,NRARP,HGNC:33843
ENSG00000234108,processed_pseudogene,,,
ENSG00000232676,processed_pseudogene,ADH5P2,ADH5P2,HGNC:22976
ENSG00000225167,processed_pseudogene,TXNP2,TXNP2,HGNC:49482
ENSG00000120156,protein_coding,TEK,TEK,HGNC:11724
ENSG00000205890,lncRNA,,,
ENSG00000289494,lncRNA,,,
ENSG00000233508,lncRNA,PTPRT-DT,PTPRT-DT,HGNC:55715
ENSG00000255152,protein_coding,MSH5-SAPCD1,MSH5-SAPCD1,HGNC:41994
ENSG00000132122,protein_coding,SPATA6,SPATA6,HGNC:18309
ENSG00000252561,snRNA,RNU1-125P,RNU1-125P,HGNC:48467
ENSG00000262370,lncRNA,,,
ENSG00000289183,lncRNA,,,
ENSG00000289492,lncRNA,,,
ENSG00000251676,lncRNA,SNHG27,SNHG27,HGNC:53481
ENSG00000205181,lncRNA,LINC00654,LINC00654,HGNC:27154
ENSG00000200204,snRNA,RNU1-22P,RNU1-22P,HGNC:41963
ENSG00000223859,lncRNA,,,
ENSG00000235319,lncRNA,,,
ENSG00000130182,protein_coding,ZSCAN10,ZSCAN10,HGNC:12997
ENSG00000233868,processed_pseudogene,LLPHP3,LLPHP3,HGNC:54775
ENSG00000203395,lncRNA,,,
ENSG00000227227,lncRNA,,,
ENSG00000222033,lncRNA,LINC01124,LINC01124,HGNC:49270
ENSG00000288946,lncRNA,,,
ENSG00000286234,lncRNA,,,
ENSG00000288974,lncRNA,,,
ENSG00000289236,lncRNA,,,
ENSG00000289431,lncRNA,,,
ENSG00000237767,lncRNA,LINC01370,LINC01370,HGNC:50608
ENSG00000197157,protein_coding,SND1,SND1,HGNC:30646
ENSG00000127419,protein_coding,TMEM175,TMEM175,HGNC:28709
ENSG00000259701,lncRNA,,,
ENSG00000283614,miRNA,MIR7973-2,MIR7973-2,HGNC:50080
ENSG00000278098,miRNA,MIR7973-1,MIR7973-1,HGNC:50040
ENSG00000259306,lncRNA,,,
ENSG00000186417,protein_coding,GLDN,GLDN,HGNC:29514
ENSG00000138411,protein_coding,HECW2,HECW2,HGNC:29853
ENSG00000235621,lncRNA,LINC00494,LINC00494,HGNC:27657
ENSG00000258837,lncRNA,,,
ENSG00000244677,misc_RNA,RN7SL706P,RN7SL706P,HGNC:46722
ENSG00000243546,misc_RNA,RN7SL108P,RN7SL108P,HGNC:46124
ENSG00000240210,processed_pseudogene,,,
ENSG00000258477,processed_pseudogene,PPIAP6,PPIAP6,HGNC:20028
ENSG00000287214,lncRNA,,,
ENSG00000271966,lncRNA,ARFGEF1-DT,ARFGEF1-DT,HGNC:55237
ENSG00000287385,lncRNA,,,
ENSG00000258623,lncRNA,,,
ENSG00000242941,processed_pseudogene,RPL12P7,RPL12P7,HGNC:19782
ENSG00000181135,protein_coding,ZNF707,ZNF707,HGNC:27815
ENSG00000287167,lncRNA,,,
ENSG00000260806,lncRNA,PAPOLA-DT,PAPOLA-DT,HGNC:55380
ENSG00000259110,lncRNA,LINC02304,LINC02304,HGNC:53223
ENSG00000258860,lncRNA,,,
ENSG00000286008,lncRNA,,,
ENSG00000240023,processed_pseudogene,,,
ENSG00000289537,lncRNA,,,
ENSG00000257890,lncRNA,,,
ENSG00000232907,lncRNA,DLGAP4-AS1,DLGAP4-AS1,HGNC:51223
ENSG00000280150,TEC,,,
ENSG00000100906,protein_coding,NFKBIA,NFKBIA,HGNC:7797
ENSG00000111537,protein_coding,IFNG,IFNG,HGNC:5438
ENSG00000085644,protein_coding,ZNF213,ZNF213,HGNC:13005
ENSG00000238034,lncRNA,,,
ENSG00000289634,lncRNA,,,
ENSG00000289199,lncRNA,,,
ENSG00000225127,lncRNA,LINC00237,LINC00237,HGNC:38166
ENSG00000284553,miRNA,MIR6886,MIR6886,HGNC:50121
ENSG00000172148,transcribed_unprocessed_pseudogene,OR7A2P,OR7A2P,HGNC:8370
ENSG00000289172,lncRNA,,,
ENSG00000275652,miRNA,MIR6796,MIR6796,HGNC:50186
ENSG00000160396,protein_coding,HIPK4,HIPK4,HGNC:19007
ENSG00000226465,lncRNA,,,
ENSG00000230387,lncRNA,,,
ENSG00000102081,protein_coding,FMR1,FMR1,HGNC:3775
ENSG00000197019,protein_coding,SERTAD1,SERTAD1,HGNC:17932
ENSG00000248362,lncRNA,,,
ENSG00000213701,processed_pseudogene,SETP22,SETP22,HGNC:42941
ENSG00000277453,lncRNA,,,
ENSG00000161011,protein_coding,SQSTM1,SQSTM1,HGNC:11280
ENSG00000167565,protein_coding,SERTAD3,SERTAD3,HGNC:17931
ENSG00000213579,processed_pseudogene,,,
ENSG00000137960,protein_coding,GIPC2,GIPC2,HGNC:18177
ENSG00000268366,lncRNA,SERTAD3-AS1,SERTAD3-AS1,HGNC:55281
ENSG00000258171,lncRNA,LINC02412,LINC02412,HGNC:53341
ENSG00000277510,misc_RNA,Metazoa_SRP,,
ENSG00000170848,protein_coding,PSG6,PSG6,HGNC:9523
ENSG00000259022,processed_pseudogene,DNAJC8P1,DNAJC8P1,HGNC:19928
ENSG00000259017,lncRNA,,,
ENSG00000184209,protein_coding,SNRNP35,SNRNP35,HGNC:30852
ENSG00000259105,processed_pseudogene,RPS3AP4,RPS3AP4,HGNC:23562
ENSG00000258783,processed_pseudogene,KRT18P6,KRT18P6,HGNC:20280
ENSG00000168348,protein_coding,INSM2,INSM2,HGNC:17539
ENSG00000228146,transcribed_unitary_pseudogene,CASP16P,CASP16P,HGNC:27290
ENSG00000183691,protein_coding,NOG,NOG,HGNC:7866
ENSG00000253059,snoRNA,,,
ENSG00000237852,lncRNA,,,
ENSG00000257957,processed_pseudogene,QRSL1P3,QRSL1P3,HGNC:43669
ENSG00000234336,lncRNA,JAZF1-AS1,JAZF1-AS1,HGNC:41218
ENSG00000270378,processed_pseudogene,,,
ENSG00000116745,protein_coding,RPE65,RPE65,HGNC:10294
ENSG00000259194,lncRNA,,,
ENSG00000258938,lncRNA,,,
ENSG00000259678,lncRNA,,,
ENSG00000258300,processed_pseudogene,NUTF2P2,NUTF2P2,HGNC:19934
ENSG00000104093,protein_coding,DMXL2,DMXL2,HGNC:2938
ENSG00000100916,protein_coding,BRMS1L,BRMS1L,HGNC:20512
ENSG00000105880,protein_coding,DLX5,DLX5,HGNC:2918
ENSG00000257958,lncRNA,,,
ENSG00000005884,protein_coding,ITGA3,ITGA3,HGNC:6139
ENSG00000252743,snRNA,RNU6-850P,RNU6-850P,HGNC:47813
ENSG00000228727,protein_coding,SAPCD1,SAPCD1,HGNC:13938
ENSG00000189238,lncRNA,LINC00943,LINC00943,HGNC:48639
ENSG00000261889,lncRNA,,,
ENSG00000262521,lncRNA,,,
ENSG00000168124,protein_coding,OR1F1,OR1F1,HGNC:8194
ENSG00000132855,protein_coding,ANGPTL3,ANGPTL3,HGNC:491
ENSG00000203581,unprocessed_pseudogene,OR1F2P,OR1F2P,HGNC:8196
ENSG00000281005,lncRNA,LINC00921,LINC00921,HGNC:26830
ENSG00000176659,lncRNA,LINC02910,LINC02910,HGNC:26601
ENSG00000004059,protein_coding,ARF5,ARF5,HGNC:658
ENSG00000235663,lncRNA,SAPCD1-AS1,SAPCD1-AS1,HGNC:39824
ENSG00000204396,protein_coding,VWA7,VWA7,HGNC:13939
ENSG00000099840,protein_coding,IZUMO4,IZUMO4,HGNC:26950
ENSG00000006194,protein_coding,ZNF263,ZNF263,HGNC:13056
ENSG00000237595,lncRNA,LINC01275,LINC01275,HGNC:50331
ENSG00000285635,protein_coding,,,
ENSG00000239801,lncRNA,DENND6A-AS1,DENND6A-AS1,HGNC:41152
ENSG00000289072,lncRNA,,,
ENSG00000241787,unprocessed_pseudogene,MTND4P16,MTND4P16,HGNC:42203
ENSG00000231977,lncRNA,,,
ENSG00000206535,protein_coding,LNP1,LNP1,HGNC:28014
ENSG00000228340,lncRNA,MIR646HG,MIR646HG,HGNC:27659
ENSG00000285407,lncRNA,,,
ENSG00000272506,lncRNA,,,
ENSG00000172380,protein_coding,GNG12,GNG12,HGNC:19663
ENSG00000201555,misc_RNA,Y_RNA,,
ENSG00000207023,snRNA,RNU6-975P,RNU6-975P,HGNC:47938
ENSG00000271986,misc_RNA,RN7SL827P,RN7SL827P,HGNC:46843
ENSG00000223967,processed_pseudogene,,,
ENSG00000286429,lncRNA,,,
ENSG00000272855,lncRNA,,,
ENSG00000279330,TEC,,,
ENSG00000270549,processed_pseudogene,,,
ENSG00000273125,lncRNA,LINC01990,LINC01990,HGNC:52822
ENSG00000237163,processed_pseudogene,,,
ENSG00000279031,TEC,,,
ENSG00000229636,processed_pseudogene,KRT8P21,KRT8P21,HGNC:33373
ENSG00000213722,protein_coding,DDAH2,DDAH2,HGNC:2716
ENSG00000140993,protein_coding,TIGD7,TIGD7,HGNC:18331
ENSG00000240034,unprocessed_pseudogene,MTND6P6,MTND6P6,HGNC:39469
ENSG00000228948,processed_pseudogene,SLC25A6P5,SLC25A6P5,HGNC:43854
ENSG00000250562,processed_pseudogene,RPL38P4,RPL38P4,HGNC:48867
